Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Exp_1	Peptides Exp_2	Peptides Exp_5	Peptides Exp_6	Razor + unique peptides Exp_1	Razor + unique peptides Exp_2	Razor + unique peptides Exp_5	Razor + unique peptides Exp_6	Unique peptides Exp_1	Unique peptides Exp_2	Unique peptides Exp_5	Unique peptides Exp_6	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio M/L	Ratio M/L normalized	Ratio M/L variability [%]	Ratio M/L count	Ratio M/L iso-count	Ratio M/L type	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/M	Ratio H/M normalized	Ratio H/M variability [%]	Ratio H/M count	Ratio H/M iso-count	Ratio H/M type	Ratio M/L Exp_1	Ratio M/L normalized Exp_1	Ratio M/L variability [%] Exp_1	Ratio M/L count Exp_1	Ratio M/L iso-count Exp_1	Ratio M/L type Exp_1	Ratio H/L Exp_1	Ratio H/L normalized Exp_1	Ratio H/L variability [%] Exp_1	Ratio H/L count Exp_1	Ratio H/L iso-count Exp_1	Ratio H/L type Exp_1	Ratio H/M Exp_1	Ratio H/M normalized Exp_1	Ratio H/M variability [%] Exp_1	Ratio H/M count Exp_1	Ratio H/M iso-count Exp_1	Ratio H/M type Exp_1	Ratio M/L Exp_2	Ratio M/L normalized Exp_2	Ratio M/L variability [%] Exp_2	Ratio M/L count Exp_2	Ratio M/L iso-count Exp_2	Ratio M/L type Exp_2	Ratio H/L Exp_2	Ratio H/L normalized Exp_2	Ratio H/L variability [%] Exp_2	Ratio H/L count Exp_2	Ratio H/L iso-count Exp_2	Ratio H/L type Exp_2	Ratio H/M Exp_2	Ratio H/M normalized Exp_2	Ratio H/M variability [%] Exp_2	Ratio H/M count Exp_2	Ratio H/M iso-count Exp_2	Ratio H/M type Exp_2	Ratio M/L Exp_5	Ratio M/L normalized Exp_5	Ratio M/L variability [%] Exp_5	Ratio M/L count Exp_5	Ratio M/L iso-count Exp_5	Ratio M/L type Exp_5	Ratio H/L Exp_5	Ratio H/L normalized Exp_5	Ratio H/L variability [%] Exp_5	Ratio H/L count Exp_5	Ratio H/L iso-count Exp_5	Ratio H/L type Exp_5	Ratio H/M Exp_5	Ratio H/M normalized Exp_5	Ratio H/M variability [%] Exp_5	Ratio H/M count Exp_5	Ratio H/M iso-count Exp_5	Ratio H/M type Exp_5	Ratio M/L Exp_6	Ratio M/L normalized Exp_6	Ratio M/L variability [%] Exp_6	Ratio M/L count Exp_6	Ratio M/L iso-count Exp_6	Ratio M/L type Exp_6	Ratio H/L Exp_6	Ratio H/L normalized Exp_6	Ratio H/L variability [%] Exp_6	Ratio H/L count Exp_6	Ratio H/L iso-count Exp_6	Ratio H/L type Exp_6	Ratio H/M Exp_6	Ratio H/M normalized Exp_6	Ratio H/M variability [%] Exp_6	Ratio H/M count Exp_6	Ratio H/M iso-count Exp_6	Ratio H/M type Exp_6	Sequence coverage Exp_1 [%]	Sequence coverage Exp_2 [%]	Sequence coverage Exp_5 [%]	Sequence coverage Exp_6 [%]	Intensity	Intensity L	Intensity M	Intensity H	Intensity Exp_1	Intensity L Exp_1	Intensity M Exp_1	Intensity H Exp_1	Intensity Exp_2	Intensity L Exp_2	Intensity M Exp_2	Intensity H Exp_2	Intensity Exp_5	Intensity L Exp_5	Intensity M Exp_5	Intensity H Exp_5	Intensity Exp_6	Intensity L Exp_6	Intensity M Exp_6	Intensity H Exp_6	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	GlyGly (K) site IDs	NEM site IDs	Oxidation (M) site IDs	GlyGly (K) site positions	NEM site positions	Oxidation (M) site positions
A0A087WYT3;Q15185-2;Q15185-3;Q15185-4;Q15185	A0A087WYT3;Q15185-2;Q15185-3;Q15185-4;Q15185	2;2;2;2;2	2;2;2;2;2	2;2;2;2;2	Prostaglandin E synthase 3	PTGES3	>tr|A0A087WYT3|A0A087WYT3_HUMAN Prostaglandin E synthase 3 OS=Homo sapiens GN=PTGES3 PE=1 SV=1;>sp|Q15185-2|TEBP_HUMAN Isoform 2 of Prostaglandin E synthase 3 OS=Homo sapiens GN=PTGES3;>sp|Q15185-3|TEBP_HUMAN Isoform 3 of Prostaglandin E synthase 3 OS=Homo	5	2	2	2	2	0	1	0	2	0	1	0	2	0	1	0	9.1	9.1	9.1	19.155	164	164;127;130;139;160	0	8.4373	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	9.1	0	7.9	0	14493000	566260	6289600	7637600	10993000	566260	2789000	7637600	0	0	0	0	3500600	0	3500600	0	0	0	0	0				68	8440;11529	True;True	8745;12029	27126;27127;37506	31288;31289;43139	31289;43139						
A0A087WYU1;Q9Y5X1	A0A087WYU1;Q9Y5X1	2;2	2;2	2;2	Sorting nexin-9	SNX9	>tr|A0A087WYU1|A0A087WYU1_HUMAN Sorting nexin OS=Homo sapiens GN=SNX9 PE=1 SV=1;>sp|Q9Y5X1|SNX9_HUMAN Sorting nexin-9 OS=Homo sapiens GN=SNX9 PE=1 SV=1	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	4.5	4.5	4.5	66.476	594	594;595	0	7.271	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	4.5	0	0	0	7216100	1295500	1581800	4338800	7216100	1295500	1581800	4338800	0	0	0	0	0	0	0	0	0	0	0	0				69	3426;12294	True;True	3561;12820	10626;39872	12101;45770	12101;45770						
A0A087WYV8;P35556;D6RJI3;P35556-2;A0A087WV40;E9PHW4	A0A087WYV8;P35556;D6RJI3;P35556-2	3;3;2;2;1;1	3;3;2;2;1;1	3;3;2;2;1;1	Fibrillin-2	FBN2	>tr|A0A087WYV8|A0A087WYV8_HUMAN Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=1;>sp|P35556|FBN2_HUMAN Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=3;>tr|D6RJI3|D6RJI3_HUMAN Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=1;>sp|P35556-2|FBN2_HUMAN Isoform 2 of Fib	6	3	3	3	3	0	1	0	3	0	1	0	3	0	1	0	1.7	1.7	1.7	314.67	2911	2911;2912;1473;1473;276;341	0	31.701	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	1.7	0	0.4	0	9600800	151750	1324900	8124200	8563300	151750	287420	8124200	0	0	0	0	1037400	0	1037400	0	0	0	0	0				70	4054;11092;15314	True;True;True	4206;11576;15975	12566;36114;50086;50087	14472;41603;57366;57367	14472;41603;57366						
E9PCW1;G5E9T8;A0A087WYX5;O95249-2;O95249	E9PCW1;G5E9T8;A0A087WYX5;O95249-2;O95249	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Golgi SNAP receptor complex member 1	GOSR1	>tr|E9PCW1|E9PCW1_HUMAN Golgi SNAP receptor complex member 1 OS=Homo sapiens GN=GOSR1 PE=1 SV=1;>tr|G5E9T8|G5E9T8_HUMAN Golgi SNAP receptor complex member 1 (Fragment) OS=Homo sapiens GN=GOSR1 PE=1 SV=2;>tr|A0A087WYX5|A0A087WYX5_HUMAN Golgi SNAP receptor c	5	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	8.1	8.1	8.1	28.293	248	248;255;255;185;250	0.0026316	1.7907	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	8.1	0	0	0	819940000	100140000	2274800	717520000	819940000	100140000	2274800	717520000	0	0	0	0	0	0	0	0	0	0	0	0				71	7386	True	7650	23713	27429	27429			105			189
A0A087WYY6;Q13835-2;Q13835	A0A087WYY6;Q13835-2;Q13835	1;1;1	1;1;1	1;1;1	Plakophilin-1	PKP1	>tr|A0A087WYY6|A0A087WYY6_HUMAN Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=1;>sp|Q13835-2|PKP1_HUMAN Isoform 1 of Plakophilin-1 OS=Homo sapiens GN=PKP1;>sp|Q13835|PKP1_HUMAN Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=2	3	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	2.1	2.1	2.1	80.532	725	725;726;747	0	19.256	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	2.1	2.1	0	0	1808400	1808400	0	0	732030	732030	0	0	1076400	1076400	0	0	0	0	0	0	0	0	0	0				72	11865	True	12376	38585;38586;38587;38588	44327;44328;44329;44330	44329						
A0A087WZ13;E9PAU2;Q8IY67-2;K7EKR9;Q8IY67-3;Q8IY67	A0A087WZ13;E9PAU2;Q8IY67-2;K7EKR9;Q8IY67-3;Q8IY67	2;2;2;1;1;1	2;2;2;1;1;1	2;2;2;1;1;1	Ribonucleoprotein PTB-binding 1	RAVER1	>tr|A0A087WZ13|A0A087WZ13_HUMAN Ribonucleoprotein PTB-binding 1 OS=Homo sapiens GN=RAVER1 PE=1 SV=1;>tr|E9PAU2|E9PAU2_HUMAN Ribonucleoprotein PTB-binding 1 OS=Homo sapiens GN=RAVER1 PE=1 SV=1;>sp|Q8IY67-2|RAVR1_HUMAN Isoform 2 of Ribonucleoprotein PTB-bind	6	2	2	2	1	0	2	0	1	0	2	0	1	0	2	0	5.1	5.1	5.1	77.843	739	739;756;739;96;75;606	0	45.965	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	2.8	0	5.1	0	50563000	30541000	15114000	4907200	3268400	0	0	3268400	0	0	0	0	47294000	30541000	15114000	1638800	0	0	0	0				73	5897;10744	True;True	6111;11221	18440;18441;34839	21192;21193;39868	21193;39868						
A0A087WZ32;A0A087X038;A8K727;Q9HB19	A0A087WZ32;A0A087X038;A8K727;Q9HB19	2;2;2;2	2;2;2;2	2;2;2;2	Pleckstrin homology domain-containing family A member 2	PLEKHA2	>tr|A0A087WZ32|A0A087WZ32_HUMAN Pleckstrin homology domain-containing family A member 2 OS=Homo sapiens GN=PLEKHA2 PE=1 SV=1;>tr|A0A087X038|A0A087X038_HUMAN Pleckstrin homology domain-containing family A member 2 OS=Homo sapiens GN=PLEKHA2 PE=1 SV=1;>tr|A8	4	2	2	2	2	0	1	0	2	0	1	0	2	0	1	0	9.6	9.6	9.6	41.21	375	375;376;425;425	0	42.174	1.2764	0.46374	151.38	3	3	Median	3.0231	1.9284	183.31	3	3	Median	2.3685	0.60103	71.701	3	3	Median	1.1565	0.41463	15.83	2	2	Median	2.8071	1.7906	10.483	2	2	Median	2.4272	0.58649	3.4627	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	9.6	0	3.7	0	44541000	3397700	13173000	27970000	35548000	2731000	7996400	24820000	0	0	0	0	8993400	666740	5176700	3150000	0	0	0	0				74	2683;11490	True;True	2792;11990	8428;8429;8430;37301	9620;9621;9622;42916	9621;42916			106			362
A0A087WZ79;O60296	A0A087WZ79;O60296	1;1	1;1	1;1	Trafficking kinesin-binding protein 2	TRAK2	>tr|A0A087WZ79|A0A087WZ79_HUMAN Trafficking kinesin-binding protein 2 OS=Homo sapiens GN=TRAK2 PE=1 SV=1;>sp|O60296|TRAK2_HUMAN Trafficking kinesin-binding protein 2 OS=Homo sapiens GN=TRAK2 PE=1 SV=2	2	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	2.3	2.3	2.3	86.753	779	779;914	0	3.5506	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	2.3	0	0	0	2197000	253330	561610	1382100	2197000	253330	561610	1382100	0	0	0	0	0	0	0	0	0	0	0	0				75	8937	True	9283	28584	32943	32943			107			377
A0A087WZD8;Q8WUA4-2;Q8WUA4	A0A087WZD8;Q8WUA4-2;Q8WUA4	2;2;2	2;2;2	2;2;2	General transcription factor 3C polypeptide 2	GTF3C2	>tr|A0A087WZD8|A0A087WZD8_HUMAN General transcription factor 3C polypeptide 2 OS=Homo sapiens GN=GTF3C2 PE=1 SV=1;>sp|Q8WUA4-2|TF3C2_HUMAN Isoform 2 of General transcription factor 3C polypeptide 2 OS=Homo sapiens GN=GTF3C2;>sp|Q8WUA4|TF3C2_HUMAN General t	3	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	6.2	6.2	6.2	63.874	584	584;585;911	0	16.151	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	6.2	0	0	0	5232000	0	0	5232000	5232000	0	0	5232000	0	0	0	0	0	0	0	0	0	0	0	0				76	325;10927	True;True	337;11408	999;35641	1072;41096	1072;41096			108			139
D6R9P3;D6RD18;D6RBZ0;A0A087WZV1;Q99729-3;Q99729-2;Q99729-4;Q99729	D6R9P3;D6RD18;D6RBZ0;A0A087WZV1;Q99729-3;Q99729-2;Q99729-4;Q99729	2;2;2;2;2;2;1;1	2;2;2;2;2;2;1;1	2;2;2;2;2;2;1;1	Heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	>tr|D6R9P3|D6R9P3_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=1;>tr|D6RD18|D6RD18_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=1;>tr|D6RBZ0|D6RBZ0_HUMAN Heterogeneous nuclear 	8	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	7.9	7.9	7.9	30.302	280	280;283;327;330;285;332;286;332	0	5.6822	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	7.9	0	0	0	17211000	290340	3583900	13337000	17211000	290340	3583900	13337000	0	0	0	0	0	0	0	0	0	0	0	0				77	4135;5407	True;True	4290;5598	12786;16774	14719;19296	14719;19296						
A0A087WZW8;A0A087X1V9;P01834;A0A075B6H6;A0A0U1RRF4;A0A087WWV8	A0A087WZW8;A0A087X1V9;P01834;A0A075B6H6;A0A0U1RRF4;A0A087WWV8	2;2;2;1;1;1	2;2;2;1;1;1	2;2;2;1;1;1	Ig kappa chain C region	IGKC	>tr|A0A087WZW8|A0A087WZW8_HUMAN Ig kappa chain C region OS=Homo sapiens GN=IGKC PE=1 SV=2;>tr|A0A087X1V9|A0A087X1V9_HUMAN Ig kappa chain C region OS=Homo sapiens GN=IGKC PE=1 SV=3;>sp|P01834|IGKC_HUMAN Ig kappa chain C region OS=Homo sapiens GN=IGKC PE=1 S	6	2	2	2	0	2	0	0	0	2	0	0	0	2	0	0	43.7	43.7	43.7	12.996	119	119;239;106;107;183;185	0	9.7166	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	43.7	0	0	4455800	4455800	0	0	0	0	0	0	4455800	4455800	0	0	0	0	0	0	0	0	0	0				78	13288;13565	True;True	13868;14159	43579;43580;44520	49961;49962;51061	49962;51061						
A0A087WZZ5;Q13435;E9PPJ0;H0YEX5;E9PJ04;H0YCG1;E9PJT3;E9PIL8	A0A087WZZ5;Q13435;E9PPJ0	24;24;23;9;9;9;7;3	24;24;23;9;9;9;7;3	24;24;23;9;9;9;7;3	Splicing factor 3B subunit 2	SF3B2	>tr|A0A087WZZ5|A0A087WZZ5_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=1;>sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2;>tr|E9PPJ0|E9PPJ0_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens GN=S	8	24	24	24	23	4	14	3	23	4	14	3	23	4	14	3	38.8	38.8	38.8	97.584	871	871;895;878;315;354;387;273;81	0	323.31	5.8823	1.8288	53.972	10	0	Median	19.131	19.249	169.77	10	0	Median	4.0007	1.1921	37.466	10	0	Median	5.8217	1.2711	44.294	7	0	Median	22.186	20.152	177.25	7	0	Median	4.2861	1.185	40.062	7	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	7.3821	2.1617	50.993	3	0	Median	16.386	9.96	183.81	3	0	Median	1.3338	1.1993	21.756	3	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	36.9	7.7	25.6	7	986110000	45235000	268230000	672640000	716070000	30743000	160570000	524760000	17180000	0	8866000	8313800	242920000	14491000	96583000	131840000	9939700	0	2208200	7731500				79	176;2989;3066;4279;4280;5314;6041;6403;6428;6571;6770;6871;8455;10456;10641;12035;12036;12402;13441;13728;13729;14320;14871;14956	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	184;3105;3185;4441;4442;5505;6262;6635;6660;6805;7012;7115;7116;8761;10922;10923;11115;12552;12553;12933;12934;14030;14327;14328;14329;14950;14951;15516;15603	477;478;9215;9216;9217;9218;9219;9220;9221;9222;9429;13477;13478;13479;13480;13481;13482;13483;13484;13485;16521;16522;16523;19052;19053;19054;19055;20172;20173;20174;20217;20218;20219;20656;21465;21466;21467;21468;21469;21470;21703;21704;21705;21706;27160;27161;34022;34023;34024;34025;34026;34027;34577;39169;39170;39171;39172;39173;39174;39175;40204;40205;40206;40207;40208;40209;44073;44074;44075;45119;45120;45121;45122;45123;45124;45125;45126;45127;45128;47023;47024;48695;48696;48948	492;493;494;10450;10451;10452;10453;10454;10455;10456;10457;10669;15508;15509;15510;15511;15512;15513;15514;15515;15516;15517;15518;19023;19024;19025;21996;21997;21998;21999;23253;23254;23255;23304;23305;23306;23777;24762;24763;24764;24765;24766;24767;24768;24769;25024;25025;25026;25027;31329;31330;38972;38973;38974;38975;38976;38977;39583;39584;44980;44981;44982;44983;44984;44985;44986;44987;46120;46121;46122;46123;46124;46125;50500;50501;50502;51766;51767;51768;51769;51770;51771;51772;51773;51774;51775;53854;53855;55666;55667;55668;55967;55968	494;10450;10669;15509;15516;19023;21997;23253;23304;23777;24762;25025;31329;38973;39583;44980;44981;46122;50502;51768;51775;53854;55668;55968			109;110;111;112;113;114;115;116;117;118;119;120;121;122;123			134;215;263;272;453;595;612;751;775;776;784;788;814;816;839
A0A0U1RRH1;A0A0X1KG73;A0A087X080;Q15413-3;Q15413-2;Q15413	A0A0U1RRH1;A0A0X1KG73;A0A087X080;Q15413-3;Q15413-2;Q15413	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	Ryanodine receptor 3	RYR3	>tr|A0A0U1RRH1|A0A0U1RRH1_HUMAN Ryanodine receptor 3 OS=Homo sapiens GN=RYR3 PE=1 SV=1;>tr|A0A0X1KG73|A0A0X1KG73_HUMAN Ryanodine receptor 3 OS=Homo sapiens GN=RYR3 PE=1 SV=1;>tr|A0A087X080|A0A087X080_HUMAN Ryanodine receptor 3 OS=Homo sapiens GN=RYR3 PE=1 	6	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0.2	0.2	0.2	550.82	4859	4859;4869;4873;3859;4865;4870	1	-2	0.32969	0.4678	136.39	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0.2	0	0.2	0.2	72018000	64807000	5142900	2068200	51529000	46433000	3093700	2002600	0	0	0	0	14187000	12072000	2049200	65609	6301700	6301700	0	0	+			80	4080	True	4233	12622;12623;12624;12625	14528;14529;14530;14531	14530			124;125			3636;3639
A0A087X0H7;Q8NEL9-3;Q8NEL9-2;Q8NEL9-4;Q8NEL9	A0A087X0H7;Q8NEL9-3;Q8NEL9-2;Q8NEL9-4;Q8NEL9	2;2;2;2;2	2;2;2;2;2	2;2;2;2;2	Phospholipase DDHD1	DDHD1	>tr|A0A087X0H7|A0A087X0H7_HUMAN Phospholipase DDHD1 OS=Homo sapiens GN=DDHD1 PE=1 SV=1;>sp|Q8NEL9-3|DDHD1_HUMAN Isoform 3 of Phospholipase DDHD1 OS=Homo sapiens GN=DDHD1;>sp|Q8NEL9-2|DDHD1_HUMAN Isoform 2 of Phospholipase DDHD1 OS=Homo sapiens GN=DDHD1;>sp	5	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	3.8	3.8	3.8	86.357	771	771;454;872;879;900	0	26.743	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	3.8	0	0	0	8863400	371680	2629100	5862700	8863400	371680	2629100	5862700	0	0	0	0	0	0	0	0	0	0	0	0				81	5031;11530	True;True	5214;12030	15576;37507	17862;43140	17862;43140						
